"GL Year","Town Code","Town Name","100 Residential ","200 Commercial","250 Income and Expense Penalties","300 Industrial","400 Public Utility ","500 Vacant Land","600 Land Use","700 Ten Mill Land","800 Apartment","Total Real Property","Exemptions","Net Real Property","Motor Vehicle","Motor Vehicle Exemption","Total Net Motor Vehicle","Personal Property","Personal Property Exemptions","Net Personal Property ","Total Net Grand List"
"2022","112","Pomfret","284,399,933","17,783,200","338,800","7,620,900","4,299,000","5,234,130","7,562,270","0","3,132,100","330,031,533","1,536,000","328,495,533","49,741,290","919,330","48,821,960","32,310,430","7,494,070","24,816,360","402,133,853"
"2021","112","Pomfret","283,166,353","17,745,800","406,710","7,620,900","4,299,000","5,513,230","7,732,030","0","3,132,100","329,209,413","1,550,000","327,659,413","48,244,580","1,281,230","46,963,350","31,228,650","7,817,520","23,411,130","398,033,893"
"2020","112","Pomfret","280,802,753","17,745,800","509985","7,620,900","4,299,000","5,683,850","7,931,330","0","3,132,100","327,215,733","1,566,980","325,648,753","37,448,535","810,770","36,637,765","29,368,300","6,679,900","22,688,400","384,974,918"
"2019","112","Pomfret","264,042,473","16,282,260","0","7,366,000","4,435,500","5,718,350","4,723,050","0","2,625,500","305,193,133","1,624,050","303,569,083","34,568,832","869,590","33,699,242","28,430,650","5,898,458","22,532,192","359,800,517"
"2018","112","Pomfret","262,634,253","15,905,460",,"7,438,400","4,435,500","5,542,230","4,819,000","0","2,625,500","303,400,343","1,602,000","301,798,343","33,998,055","913,410","33,084,645","27,169,390","5,966,110","21,203,280","356,086,268"
"2017","112","Pomfret","260,233,553","16,256,160",,"7,438,400","4,435,500","5,757,530","4,822,500","0","2,625,500","301,569,143","1,566,000","300,003,143","32,977,840","1,048,970","31,928,870","25,722,795","6,023,930","19,698,865","351,630,878"
"2016","112","Pomfret","258,382,753","16,150,460",,"7,438,400","4,435,500","6,414,630","4,809,430","0","2,625,500","300,256,673","1,316,610","298,940,063","32,547,960","1,224,250","31,323,710","24,235,260","4,882,220","19,353,040","349,616,813"
"2015","112","Pomfret","256,684,500","14,195,960",,"7,438,400","1,630,100","6,516,530","4,836,410","0","2,625,500","293,927,400","1,364,400","292,563,000","32,056,658","1,189,670","30,866,988","24,183,691","4,475,580","19,708,111","343,138,099"
"2014","112","Pomfret","280,434,300","14,644,100",,"8,489,800","1,630,100","8,395,830","3,350,850","0","1,981,700","318,926,680","1,441,780","317,484,900","31,740,885","1,144,950","30,595,935","19,201,734","3,575,848","15,625,886","363,706,721"
"2013","112","Pomfret","279,506,640","15,376,100",,"8,489,800","1,630,100","8,721,930","3,265,590","9,370","1,981,700","318,981,230","1,489,000","317,492,230","31,186,768","946,060","30,240,708","16,094,465","3,548,712","12,545,753","360,278,691"
"2012","112","Pomfret","278,951,700","15,343,800",,"8,489,800","1,630,100","9,189,560","3,199,820","24,540","1,981,700","318,811,020","1,479,000","317,332,020","30,471,309","860,950","29,610,359","14,206,789","3,104,370","11,102,419",
"2011","112","Pomfret","277,396,600","15,584,300",,"8,129,700","1,630,100","9,745,930","3,206,160","24,860","1,981,700","317,699,350","1,509,000","316,190,350","30,375,657","1,117,310","29,258,347","14,230,915","2,441,008","11,789,907","357,238,604"
"2024","113","Portland","681,339,610","91,187,490","0","20,292,930","508,830","13,777,380","12,093,750","0","2,039,450","821,239,440","3,954,960","817,284,480","100,083,964","661,690","99,422,274","62,519,830","7,457,100","55,062,730","971,769,484"
"2023","113","Portland","677,707,960","73,099,412","1,130,100","20,072,576","399,210","14,285,140","10,707,070","0","1,991,612","798,262,980","1,928,990","796,333,990","105,568,632","922,500","104,646,132","60,184,980","8,240,040","51,944,940","952,925,062"
"2022","113","Portland","676,202,680","70,482,800","0","18,986,660","399,210","13,715,760","10,147,380","0","2,039,450","791,973,940","1,985,110","789,988,830","110,442,170","1,079,540","109,362,630","57,934,940","7,689,410","50,245,530","949,596,990"
"2021","113","Portland","673,960,755","70,042,150","0","17,667,510","399,210","14,076,740","10,700,270","0","2,039,450","788,886,085","1,714,360","787,171,725","105,863,855","1,556,430","104,307,425","58,970,840","7,987,630","50,983,210","942,462,360"
"2020","113","Portland","608,218,150","69,872,990","553259","12,125,540","365,470","15,130,180","9,326,640","0","1,101,380","716,140,350","1,872,650","714,267,700","83,692,725","1,146,595","82,546,130","56,337,866","6,913,040","49,424,826","846,238,656"
"2019","113","Portland","606,303,369","69,836,410","0","13,604,773","365,470","16,753,280","9,096,050","0","1,101,380","717,060,732","1,867,130","715,193,602","78,325,004","1,043,300","77,281,704","54,230,370","6,483,880","47,746,490","840,221,796"
"2018","113","Portland","602,428,900","68,091,330",,"15,530,190","365,470","16,581,640","9,379,430","0","1,101,380","713,478,340","1,708,600","711,769,740","76,855,432","1,143,355","75,712,077","47,019,390","5,955,690","41,063,700","828,545,517"
"2017","113","Portland","599,161,380","65,795,110",,"15,322,260","365,470","17,582,360","9,347,060","0","1,101,380","708,675,020","1,825,680","706,849,340","76,341,056","821,470","75,519,586","43,678,208","6,082,501","37,595,707","819,964,633"
"2016","113","Portland","597,538,690","66,220,920",,"15,585,850","365,470","17,261,340","8,677,820","0","1,101,380","706,751,470","1,883,310","704,868,160","73,493,415","261,710","73,231,705","41,397,935","5,018,850","36,379,085","814,478,950"
"2015","113","Portland","597,852,990","62,152,260",,"14,721,724","360,980","20,237,330","8,293,870","0","1,241,170","704,860,324","2,266,410","702,593,914","71,492,157","268,873","71,223,284","38,211,940","5,055,170","33,156,770","806,973,968"
"2014","113","Portland","595,483,070","62,273,219",,"14,579,855","360,980","20,988,500","7,471,230","0","1,241,170","702,398,024","2,342,910","700,055,114","70,897,872","311,060","70,586,812","38,734,085","4,829,200","33,904,885","804,546,811"
"2013","113","Portland","593,515,416","61,133,958",,"14,642,088","360,980","21,144,980","7,372,260","0","1,241,170","699,410,852","2,207,600","697,203,252","71,272,692","644,510","70,628,182","38,848,280","4,740,830","34,107,450","801,938,884"
"2012","113","Portland","592,334,610","60,130,680",,"14,509,540","360,980","21,415,440","7,320,250","0","1,091,510","697,163,010","2,209,500","694,953,510","69,042,343","411,659","68,630,684","36,695,127","4,409,360","32,285,767",
"2011","113","Portland","589,093,120","62,374,439",,"14,812,849","377,098","21,953,470","7,587,990",,"889,420","697,088,386","2,285,530","694,802,856","70,311,602","346,553","69,965,049","36,699,610","4,771,470","31,928,140","796,696,045"
"2024","114","Preston","432,284,760","25,830,280","0","3,476,410","36,200,850","12,461,750","4,381,040","0","578,550","515,213,640","5,600,740","509,612,900","52,398,500","70,630","52,327,870","69,096,399","1,176,933","67,919,466","629,860,236"
"2023","114","Preston","430,828,340","25,819,780","0","3,476,410","36,200,850","12,849,760","4,394,740","0","578,550","514,148,430","1,800,290","512,348,140","57,520,310","7,650","57,512,660","71,063,297","1,185,544","69,877,753","639,738,553"
"2022","114","Preston","429,931,820","25,819,780","0","3,476,410","36,200,850","12,710,000","4,413,140","0","578,550","513,130,550","1,711,640","511,418,910","61,447,995","386,630","61,061,365","40,426,456","852,546","39,573,910","612,054,185"
"2021","114","Preston","299,915,072","25,661,800","0","3,286,850","34,405,800","14,171,810","5,212,517","0","513,900","383,167,749","1,776,950","381,390,799","57,044,721","229,570","56,815,151","38,154,059","1,310,483","36,843,576","475,049,526"
"2020","114","Preston","295,521,877","25,251,000","0","3,286,850","34,405,800","13,836,110","5,336,013","0","513,900","378,151,550","1,767,470","376,384,080","45,514,308","77,840","45,436,468","35,809,574","1,202,120","34,607,454","456,428,002"
"2019","114","Preston","290,349,043","25,227,700","0","2,226,350","34,460,600","14,256,180","3,372,033","0","513,900","370,405,806","1,461,460","368,944,346","41,383,182","261,420","41,121,762","35,148,532","1,201,260","33,947,272","444,013,380"
"2018","114","Preston","286,693,953","25,083,800",,"2,226,350","34,421,600","15,656,880","3,262,918","0","513,900","367,859,401","1,412,460","366,446,941","39,671,471","123,130","39,548,341","35,435,907","1,233,670","34,202,237","440,197,519"
"2017","114","Preston","283,838,463","59,689,810",,"2,226,350","656,900","14,181,910","3,297,230","0","513,900","364,404,563","1,466,080","362,938,483","39,671,423","429,202","39,242,221","32,206,121","1,334,810","30,871,311","433,052,015"
"2016","114","Preston","294,386,473","70,414,710",,"2,078,150","621,700","13,751,110","3,327,830","0","515,800","385,095,773","1,399,620","383,696,153","38,263,787","369,572","37,894,215","28,859,030","1,339,990","27,519,040","449,109,408"
"2015","114","Preston","292,135,793","23,957,970",,"2,069,450","621,700","13,845,010","2,025,860","0","515,800","335,171,583","1,383,050","333,788,533","36,084,710","264,680","35,820,030","27,262,333","1,222,010","26,040,323","395,648,886"
"2014","114","Preston","290,688,898","24,055,200",,"2,105,050","572,400","14,817,220","1,932,810","0","515,800","334,687,378","1,323,750","333,363,628","35,683,014","129,521","35,553,493","26,335,948","1,176,220","25,159,728","394,076,849"
"2013","114","Preston","289,263,420","23,868,800",,"2,103,300","572,400","15,032,279","2,004,280","0","515,800","333,360,279","1,247,470","332,112,809","36,260,727","141,390","36,119,337","24,941,497","981,158","23,960,339","392,192,485"
"2012","114","Preston","286,268,310","18,651,100",,"2,103,300","572,400","15,758,950","1,950,120","0","515,800","325,819,980","888,350","324,931,630","36,020,880","151,400","35,869,480","22,181,821","1,157,180","21,024,641",
